Semana,Avion_ID,Motor_asignado,Ciclos_acumulados,Umbral_maximo,Leased,Bought,OverThreshold
20,12,EC-5469-79,12524.0,14500,,,0
20,13,EC-8335-93,10661.0,14500,,,0
20,14,EC-1648-21,14330.0,14500,,,0
20,15,EC-1251-58,7584.0,14500,,,0
20,16,EC-6100-57,2408.0,14500,,,0
20,17,EC-7599-49,8212.0,14500,,,0
20,18,EC-4413-71,14345.0,14500,,,0
20,19,EC-5767-40,2645.0,14500,,,0
20,20,EC-1620-18,1787.0,14500,,,0
20,21,EC-3695-90,13462.0,14500,,,0
20,22,EC-3089-36,437.2,15500,,,0
20,23,EC-7040-90,11139.2,15500,,,0
20,24,EC-9515-75,11725.2,15500,,,0
20,25,EC-5704-41,2993.2,15500,,,0
20,26,EC-9080-27,3723.2,15500,,,0
20,27,EC-9529-73,4031.2,15500,,,0
20,28,EC-4714-18,6483.2,15500,,,0
20,29,EC-3007-30,11010.2,15500,,,0
20,30,EC-5153-53,14697.2,15500,,,0
21,1,EXTRA_33,455.0,14500,,,0
21,2,EXTRA_31,455.0,14500,,,0
21,3,EC-6493-61,4919.75,14500,,,0
21,4,EC-7175-45,8483.0,14500,,,0
21,5,EC-9535-20,10473.0,14500,,,0
21,6,EC-6116-65,1397.0,14500,,,0
21,7,EC-2872-44,13951.0,14500,,,0
21,8,EC-6826-38,11539.0,14500,,,0
21,9,EC-9678-33,9394.0,14500,,,0
21,10,EC-6324-10,7562.0,14500,,,0
21,11,EC-8617-67,10790.0,14500,,,0
21,12,EC-5469-79,12545.0,14500,,,0
21,13,EC-8335-93,10683.05,14500,,,0
21,14,EC-1648-21,14352.05,14500,,,0
21,15,EC-1251-58,7606.05,14500,,,0
21,16,EC-6100-57,2429.0,14500,,,0
21,17,EC-7599-49,8233.0,14500,,,0
21,18,EC-4413-71,14366.0,14500,,,0
21,19,EC-5767-40,2666.0,14500,,,0
21,20,EC-1620-18,1808.0,14500,,,0
21,21,EC-3695-90,13483.0,14500,,,0
21,22,EC-3089-36,448.61,15500,,,0
21,23,EC-7040-90,11150.61,15500,,,0
21,24,EC-9515-75,11736.61,15500,,,0
21,25,EC-5704-41,3004.61,15500,,,0
21,26,EC-9080-27,3734.61,15500,,,0
21,27,EC-9529-73,4042.61,15500,,,0
21,28,EC-4714-18,6494.61,15500,,,0
21,29,EC-3007-30,11021.61,15500,,,0
21,30,EC-5153-53,14708.61,15500,,,0
22,1,EXTRA_33,477.75,14500,,,0
22,2,EXTRA_31,477.75,14500,,,0
22,3,EC-6493-61,4942.5,14500,,,0
22,4,EC-7175-45,8504.0,14500,,,0
22,5,EC-9535-20,10494.0,14500,,,0
22,6,EC-6116-65,1418.0,14500,,,0
22,7,EC-2872-44,13972.0,14500,,,0
22,8,EC-6826-38,11560.0,14500,,,0
22,9,EC-9678-33,9415.0,14500,,,0
22,10,EC-6324-10,7583.0,14500,,,0
22,11,EC-8617-67,10811.0,14500,,,0
22,12,EC-5469-79,12566.0,14500,,,0
22,13,EC-8335-93,10705.1,14500,,,0
22,14,EC-2193-39,22.05,14500,,,0
22,15,EC-1251-58,7628.1,14500,,,0
22,16,EC-6100-57,2450.0,14500,,,0
22,17,EC-7599-49,8254.0,14500,,,0
22,18,EC-2337-98,21.0,14500,,,0
22,19,EC-5767-40,2687.0,14500,,,0
22,20,EC-1620-18,1829.0,14500,,,0
22,21,EC-3695-90,13504.0,14500,,,0
22,22,EC-3089-36,460.02,15500,,,0
22,23,EC-7040-90,11162.02,15500,,,0
22,24,EC-9515-75,11748.02,15500,,,0
22,25,EC-5704-41,3016.02,15500,,,0
22,26,EC-9080-27,3746.02,15500,,,0
22,27,EC-9529-73,4054.02,15500,,,0
22,28,EC-4714-18,6506.02,15500,,,0
22,29,EC-3007-30,11033.02,15500,,,0
22,30,EC-5153-53,14720.02,15500,,,0
23,1,EXTRA_33,500.5,14500,,,0
23,2,EXTRA_31,500.5,14500,,,0
23,3,EC-6493-61,4965.25,14500,,,0
23,4,EC-7175-45,8525.0,14500,,,0
23,5,EC-9535-20,10515.0,14500,,,0
23,6,EC-6116-65,1439.0,14500,,,0
23,7,EC-2872-44,13993.0,14500,,,0
23,8,EC-6826-38,11581.0,14500,,,0
23,9,EC-9678-33,9436.0,14500,,,0
23,10,EC-6324-10,7604.0,14500,,,0
23,11,EC-8617-67,10832.0,14500,,,0
23,12,EC-5469-79,12587.0,14500,,,0
23,13,EC-8335-93,10727.15,14500,,,0
23,14,EC-2193-39,44.1,14500,,,0
23,15,EC-1251-58,7650.15,14500,,,0
23,16,EC-6100-57,2471.0,14500,,,0
23,17,EC-7599-49,8275.0,14500,,,0
23,18,EC-2337-98,42.0,14500,,,0
23,19,EC-5767-40,2708.0,14500,,,0
23,20,EC-1620-18,1850.0,14500,,,0
23,21,EC-3695-90,13525.0,14500,,,0
23,22,EC-3089-36,471.43,15500,,,0
23,23,EC-7040-90,11173.43,15500,,,0
23,24,EC-9515-75,11759.43,15500,,,0
23,25,EC-5704-41,3027.43,15500,,,0
23,26,EC-9080-27,3757.43,15500,,,0
23,27,EC-9529-73,4065.43,15500,,,0
23,28,EC-4714-18,6517.43,15500,,,0
23,29,EC-3007-30,11044.43,15500,,,0
23,30,EC-5153-53,14731.43,15500,,,0
24,1,EXTRA_33,523.25,14500,,,0
24,2,EXTRA_31,523.25,14500,,,0
24,3,EC-6493-61,4988.0,14500,,,0
24,4,EC-7175-45,8546.0,14500,,,0
24,5,EC-9535-20,10536.0,14500,,,0
24,6,EC-6116-65,1460.0,14500,,,0
24,7,EC-2872-44,14014.0,14500,,,0
24,8,EC-6826-38,11602.0,14500,,,0
24,9,EC-9678-33,9457.0,14500,,,0
24,10,EC-6324-10,7625.0,14500,,,0
24,11,EC-8617-67,10853.0,14500,,,0
24,12,EC-5469-79,12608.0,14500,,,0
24,13,EC-8335-93,10749.2,14500,,,0
24,14,EC-2193-39,66.15,14500,,,0
24,15,EC-1251-58,7672.2,14500,,,0
24,16,EC-6100-57,2492.0,14500,,,0
24,17,EC-7599-49,8296.0,14500,,,0
24,18,EC-2337-98,63.0,14500,,,0
24,19,EC-5767-40,2729.0,14500,,,0
24,20,EC-1620-18,1871.0,14500,,,0
24,21,EC-3695-90,13546.0,14500,,,0
24,22,EC-3089-36,482.84,15500,,,0
24,23,EC-7040-90,11184.84,15500,,,0
24,24,EC-9515-75,11770.84,15500,,,0
24,25,EC-5704-41,3038.84,15500,,,0
24,26,EC-9080-27,3768.84,15500,,,0
24,27,EC-9529-73,4076.84,15500,,,0
24,28,EC-4714-18,6528.84,15500,,,0
24,29,EC-3007-30,11055.84,15500,,,0
24,30,EC-5153-53,14742.84,15500,,,0
25,1,EXTRA_33,546.0,14500,,,0
25,2,EXTRA_31,546.0,14500,,,0
25,3,EC-6493-61,5010.75,14500,,,0
25,4,EC-7175-45,8567.0,14500,,,0
25,5,EC-9535-20,10557.0,14500,,,0
25,6,EC-6116-65,1481.0,14500,,,0
25,7,EC-2872-44,14035.0,14500,,,0
25,8,EC-6826-38,11623.0,14500,,,0
25,9,EC-9678-33,9478.0,14500,,,0
25,10,EC-6324-10,7646.0,14500,,,0
25,11,EC-8617-67,10874.0,14500,,,0
25,12,EC-5469-79,12629.0,14500,,,0
25,13,EC-8335-93,10771.25,14500,,,0
25,14,EC-2193-39,88.2,14500,,,0
25,15,EC-1251-58,7694.25,14500,,,0
25,16,EC-6100-57,2513.0,14500,,,0
25,17,EC-7599-49,8317.0,14500,,,0
25,18,EC-2337-98,84.0,14500,,,0
25,19,EC-5767-40,2750.0,14500,,,0
25,20,EC-1620-18,1892.0,14500,,,0
25,21,EC-3695-90,13567.0,14500,,,0
25,22,EC-3089-36,494.25,15500,,,0
25,23,EC-7040-90,11196.25,15500,,,0
25,24,EC-9515-75,11782.25,15500,,,0
25,25,EC-5704-41,3050.25,15500,,,0
25,26,EC-9080-27,3780.25,15500,,,0
25,27,EC-9529-73,4088.25,15500,,,0
25,28,EC-4714-18,6540.25,15500,,,0
25,29,EC-3007-30,11067.25,15500,,,0
25,30,EC-5153-53,14754.25,15500,,,0
26,1,EXTRA_33,568.75,14500,,,0
26,2,EXTRA_31,568.75,14500,,,0
26,3,EC-6493-61,5033.5,14500,,,0
26,4,EC-7175-45,8588.0,14500,,,0
26,5,EC-9535-20,10578.0,14500,,,0
26,6,EC-6116-65,1502.0,14500,,,0
26,7,EC-2872-44,14056.0,14500,,,0
26,8,EC-6826-38,11644.0,14500,,,0
26,9,EC-9678-33,9499.0,14500,,,0
26,10,EC-6324-10,7667.0,14500,,,0
26,11,EC-8617-67,10895.0,14500,,,0
26,12,EC-5469-79,12650.0,14500,,,0
26,13,EC-8335-93,10793.3,14500,,,0
26,14,EC-2193-39,110.25,14500,,,0
26,15,EC-1251-58,7716.3,14500,,,0
26,16,EC-6100-57,2534.0,14500,,,0
26,17,EC-7599-49,8338.0,14500,,,0
26,18,EC-2337-98,105.0,14500,,,0
26,19,EC-5767-40,2771.0,14500,,,0
26,20,EC-1620-18,1913.0,14500,,,0
26,21,EC-3695-90,13588.0,14500,,,0
26,22,EC-3089-36,505.66,15500,,,0
26,23,EC-7040-90,11207.66,15500,,,0
26,24,EC-9515-75,11793.66,15500,,,0
26,25,EC-5704-41,3061.66,15500,,,0
26,26,EC-9080-27,3791.66,15500,,,0
26,27,EC-9529-73,4099.66,15500,,,0
26,28,EC-4714-18,6551.66,15500,,,0
26,29,EC-3007-30,11078.66,15500,,,0
26,30,EC-5153-53,14765.66,15500,,,0
27,1,EXTRA_33,591.5,14500,,,0
27,2,EXTRA_31,591.5,14500,,,0
27,3,EC-6493-61,5056.25,14500,,,0
27,4,EC-7175-45,8609.0,14500,,,0
27,5,EC-9535-20,10599.0,14500,,,0
27,6,EC-6116-65,1523.0,14500,,,0
27,7,EC-2872-44,14077.0,14500,,,0
27,8,EC-6826-38,11665.0,14500,,,0
27,9,EC-9678-33,9520.0,14500,,,0
27,10,EC-6324-10,7688.0,14500,,,0
27,11,EC-8617-67,10916.0,14500,,,0
27,12,EC-5469-79,12671.0,14500,,,0
27,13,EC-8335-93,10815.35,14500,,,0
27,14,EC-2193-39,132.3,14500,,,0
27,15,EC-1251-58,7738.35,14500,,,0
27,16,EC-6100-57,2555.0,14500,,,0
27,17,EC-7599-49,8359.0,14500,,,0
27,18,EC-2337-98,126.0,14500,,,0
27,19,EC-5767-40,2792.0,14500,,,0
27,20,EC-1620-18,1934.0,14500,,,0
27,21,EC-3695-90,13609.0,14500,,,0
27,22,EC-3089-36,517.07,15500,,,0
27,23,EC-7040-90,11219.07,15500,,,0
27,24,EC-9515-75,11805.07,15500,,,0
27,25,EC-5704-41,3073.07,15500,,,0
27,26,EC-9080-27,3803.07,15500,,,0
27,27,EC-9529-73,4111.07,15500,,,0
27,28,EC-4714-18,6563.07,15500,,,0
27,29,EC-3007-30,11090.07,15500,,,0
27,30,EC-5153-53,14777.07,15500,,,0
28,1,EXTRA_33,614.25,14500,,,0
28,2,EXTRA_31,614.25,14500,,,0
28,3,EC-6493-61,5079.0,14500,,,0
28,4,EC-7175-45,8630.0,14500,,,0
28,5,EC-9535-20,10620.0,14500,,,0
28,6,EC-6116-65,1544.0,14500,,,0
28,7,EC-2872-44,14098.0,14500,,,0
28,8,EC-6826-38,11686.0,14500,,,0
28,9,EC-9678-33,9541.0,14500,,,0
28,10,EC-6324-10,7709.0,14500,,,0
28,11,EC-8617-67,10937.0,14500,,,0
28,12,EC-5469-79,12692.0,14500,,,0
28,13,EC-8335-93,10837.4,14500,,,0
28,14,EC-2193-39,154.35,14500,,,0
28,15,EC-1251-58,7760.4,14500,,,0
28,16,EC-6100-57,2576.0,14500,,,0
28,17,EC-7599-49,8380.0,14500,,,0
28,18,EC-2337-98,147.0,14500,,,0
28,19,EC-5767-40,2813.0,14500,,,0
28,20,EC-1620-18,1955.0,14500,,,0
28,21,EC-3695-90,13630.0,14500,,,0
28,22,EC-3089-36,528.48,15500,,,0
28,23,EC-7040-90,11230.48,15500,,,0
28,24,EC-9515-75,11816.48,15500,,,0
28,25,EC-5704-41,3084.48,15500,,,0
28,26,EC-9080-27,3814.48,15500,,,0
28,27,EC-9529-73,4122.48,15500,,,0
28,28,EC-4714-18,6574.48,15500,,,0
28,29,EC-3007-30,11101.48,15500,,,0
28,30,EC-5153-53,14788.48,15500,,,0
29,1,EXTRA_33,637.0,14500,,,0
29,2,EXTRA_31,637.0,14500,,,0
29,3,EC-6493-61,5101.75,14500,,,0
29,4,EC-7175-45,8651.0,14500,,,0
29,5,EC-9535-20,10641.0,14500,,,0
29,6,EC-6116-65,1565.0,14500,,,0
29,7,EC-2872-44,14119.0,14500,,,0
29,8,EC-6826-38,11707.0,14500,,,0
29,9,EC-9678-33,9562.0,14500,,,0
29,10,EC-6324-10,7730.0,14500,,,0
29,11,EC-8617-67,10958.0,14500,,,0
29,12,EC-5469-79,12713.0,14500,,,0
29,13,EC-8335-93,10859.45,14500,,,0
29,14,EC-2193-39,176.4,14500,,,0
29,15,EC-1251-58,7782.45,14500,,,0
29,16,EC-6100-57,2597.0,14500,,,0
29,17,EC-7599-49,8401.0,14500,,,0
29,18,EC-2337-98,168.0,14500,,,0
29,19,EC-5767-40,2834.0,14500,,,0
29,20,EC-1620-18,1976.0,14500,,,0
29,21,EC-3695-90,13651.0,14500,,,0
29,22,EC-3089-36,539.89,15500,,,0
29,23,EC-7040-90,11241.89,15500,,,0
29,24,EC-9515-75,11827.89,15500,,,0
29,25,EC-5704-41,3095.89,15500,,,0
29,26,EC-9080-27,3825.89,15500,,,0
29,27,EC-9529-73,4133.89,15500,,,0
29,28,EC-4714-18,6585.89,15500,,,0
29,29,EC-3007-30,11112.89,15500,,,0
29,30,EC-5153-53,14799.89,15500,,,0
30,1,EXTRA_33,659.75,14500,,,0
30,2,EXTRA_31,659.75,14500,,,0
30,3,EC-6493-61,5124.5,14500,,,0
30,4,EC-7175-45,8672.0,14500,,,0
30,5,EC-9535-20,10662.0,14500,,,0
30,6,EC-6116-65,1586.0,14500,,,0
30,7,EC-2872-44,14140.0,14500,,,0
30,8,EC-6826-38,11728.0,14500,,,0
30,9,EC-9678-33,9583.0,14500,,,0
30,10,EC-6324-10,7751.0,14500,,,0
30,11,EC-8617-67,10979.0,14500,,,0
30,12,EC-5469-79,12734.0,14500,,,0
30,13,EC-8335-93,10881.5,14500,,,0
30,14,EC-2193-39,198.45,14500,,,0
30,15,EC-1251-58,7804.5,14500,,,0
30,16,EC-6100-57,2618.0,14500,,,0
30,17,EC-7599-49,8422.0,14500,,,0
30,18,EC-2337-98,189.0,14500,,,0
30,19,EC-5767-40,2855.0,14500,,,0
30,20,EC-1620-18,1997.0,14500,,,0
30,21,EC-3695-90,13672.0,14500,,,0
30,22,EC-3089-36,551.3,15500,,,0
30,23,EC-7040-90,11253.3,15500,,,0
30,24,EC-9515-75,11839.3,15500,,,0
30,25,EC-5704-41,3107.3,15500,,,0
30,26,EC-9080-27,3837.3,15500,,,0
30,27,EC-9529-73,4145.3,15500,,,0
30,28,EC-4714-18,6597.3,15500,,,0
30,29,EC-3007-30,11124.3,15500,,,0
30,30,EC-5153-53,14811.3,15500,,,0
31,1,EXTRA_33,682.5,14500,,,0
31,2,EXTRA_31,682.5,14500,,,0
31,3,EC-6493-61,5147.25,14500,,,0
31,4,EC-7175-45,8693.0,14500,,,0
31,5,EC-9535-20,10683.0,14500,,,0
31,6,EC-6116-65,1607.0,14500,,,0
31,7,EC-2872-44,14161.0,14500,,,0
31,8,EC-6826-38,11749.0,14500,,,0
31,9,EC-9678-33,9604.0,14500,,,0
31,10,EC-6324-10,7772.0,14500,,,0
31,11,EC-8617-67,11000.0,14500,,,0
31,12,EC-5469-79,12755.0,14500,,,0
31,13,EC-8335-93,10903.55,14500,,,0
31,14,EC-2193-39,220.5,14500,,,0
31,15,EC-1251-58,7826.55,14500,,,0
31,16,EC-6100-57,2639.0,14500,,,0
31,17,EC-7599-49,8443.0,14500,,,0
31,18,EC-2337-98,210.0,14500,,,0
31,19,EC-5767-40,2876.0,14500,,,0
31,20,EC-1620-18,2018.0,14500,,,0
31,21,EC-3695-90,13693.0,14500,,,0
31,22,EC-3089-36,562.71,15500,,,0
31,23,EC-7040-90,11264.71,15500,,,0
31,24,EC-9515-75,11850.71,15500,,,0
31,25,EC-5704-41,3118.71,15500,,,0
31,26,EC-9080-27,3848.71,15500,,,0
31,27,EC-9529-73,4156.71,15500,,,0
31,28,EC-4714-18,6608.71,15500,,,0
31,29,EC-3007-30,11135.71,15500,,,0
31,30,EC-5153-53,14822.71,15500,,,0
32,1,EXTRA_33,705.25,14500,,,0
32,2,EXTRA_31,705.25,14500,,,0
32,3,EC-6493-61,5170.0,14500,,,0
32,4,EC-7175-45,8714.0,14500,,,0
32,5,EC-9535-20,10704.0,14500,,,0
32,6,EC-6116-65,1628.0,14500,,,0
32,7,EC-2872-44,14182.0,14500,,,0
32,8,EC-6826-38,11770.0,14500,,,0
32,9,EC-9678-33,9625.0,14500,,,0
32,10,EC-6324-10,7793.0,14500,,,0
32,11,EC-8617-67,11021.0,14500,,,0
32,12,EC-5469-79,12776.0,14500,,,0
32,13,EC-8335-93,10925.6,14500,,,0
32,14,EC-2193-39,242.55,14500,,,0
32,15,EC-1251-58,7848.6,14500,,,0
32,16,EC-6100-57,2660.0,14500,,,0
32,17,EC-7599-49,8464.0,14500,,,0
32,18,EC-2337-98,231.0,14500,,,0
32,19,EC-5767-40,2897.0,14500,,,0
32,20,EC-1620-18,2039.0,14500,,,0
32,21,EC-3695-90,13714.0,14500,,,0
32,22,EC-3089-36,574.12,15500,,,0
32,23,EC-7040-90,11276.12,15500,,,0
32,24,EC-9515-75,11862.12,15500,,,0
32,25,EC-5704-41,3130.12,15500,,,0
32,26,EC-9080-27,3860.12,15500,,,0
32,27,EC-9529-73,4168.12,15500,,,0
32,28,EC-4714-18,6620.12,15500,,,0
32,29,EC-3007-30,11147.12,15500,,,0
32,30,EC-5153-53,14834.12,15500,,,0
33,1,EXTRA_33,728.0,14500,,,0
33,2,EXTRA_31,728.0,14500,,,0
33,3,EC-6493-61,5192.75,14500,,,0
33,4,EC-7175-45,8735.0,14500,,,0
33,5,EC-9535-20,10725.0,14500,,,0
33,6,EC-6116-65,1649.0,14500,,,0
33,7,EC-2872-44,14203.0,14500,,,0
33,8,EC-6826-38,11791.0,14500,,,0
33,9,EC-9678-33,9646.0,14500,,,0
33,10,EC-6324-10,7814.0,14500,,,0
33,11,EC-8617-67,11042.0,14500,,,0
33,12,EC-5469-79,12797.0,14500,,,0
33,13,EC-8335-93,10947.65,14500,,,0
33,14,EC-2193-39,264.6,14500,,,0
33,15,EC-1251-58,7870.65,14500,,,0
33,16,EC-6100-57,2681.0,14500,,,0
33,17,EC-7599-49,8485.0,14500,,,0
33,18,EC-2337-98,252.0,14500,,,0
33,19,EC-5767-40,2918.0,14500,,,0
33,20,EC-1620-18,2060.0,14500,,,0
33,21,EC-3695-90,13735.0,14500,,,0
33,22,EC-3089-36,585.53,15500,,,0
33,23,EC-7040-90,11287.53,15500,,,0
33,24,EC-9515-75,11873.53,15500,,,0
33,25,EC-5704-41,3141.53,15500,,,0
33,26,EC-9080-27,3871.53,15500,,,0
33,27,EC-9529-73,4179.53,15500,,,0
33,28,EC-4714-18,6631.53,15500,,,0
33,29,EC-3007-30,11158.53,15500,,,0
33,30,EC-5153-53,14845.53,15500,,,0
34,1,EXTRA_33,750.75,14500,,,0
34,2,EXTRA_31,750.75,14500,,,0
34,3,EC-6493-61,5215.5,14500,,,0
34,4,EC-7175-45,8756.0,14500,,,0
34,5,EC-9535-20,10746.0,14500,,,0
34,6,EC-6116-65,1670.0,14500,,,0
34,7,EC-2872-44,14224.0,14500,,,0
34,8,EC-6826-38,11812.0,14500,,,0
34,9,EC-9678-33,9667.0,14500,,,0
34,10,EC-6324-10,7835.0,14500,,,0
34,11,EC-8617-67,11063.0,14500,,,0
34,12,EC-5469-79,12818.0,14500,,,0
34,13,EC-8335-93,10969.7,14500,,,0
34,14,EC-2193-39,286.65,14500,,,0
34,15,EC-1251-58,7892.7,14500,,,0
34,16,EC-6100-57,2702.0,14500,,,0
34,17,EC-7599-49,8506.0,14500,,,0
34,18,EC-2337-98,273.0,14500,,,0
34,19,EC-5767-40,2939.0,14500,,,0
34,20,EC-1620-18,2081.0,14500,,,0
34,21,EC-3695-90,13756.0,14500,,,0
34,22,EC-3089-36,596.94,15500,,,0
34,23,EC-7040-90,11298.94,15500,,,0
34,24,EC-9515-75,11884.94,15500,,,0
34,25,EC-5704-41,3152.94,15500,,,0
34,26,EC-9080-27,3882.94,15500,,,0
34,27,EC-9529-73,4190.94,15500,,,0
34,28,EC-4714-18,6642.94,15500,,,0
34,29,EC-3007-30,11169.94,15500,,,0
34,30,EC-5153-53,14856.94,15500,,,0
35,1,EXTRA_33,773.5,14500,,,0
35,2,EXTRA_31,773.5,14500,,,0
35,3,EC-6493-61,5238.25,14500,,,0
35,4,EC-7175-45,8777.0,14500,,,0
35,5,EC-9535-20,10767.0,14500,,,0
35,6,EC-6116-65,1691.0,14500,,,0
35,7,EC-2872-44,14245.0,14500,,,0
35,8,EC-6826-38,11833.0,14500,,,0
35,9,EC-9678-33,9688.0,14500,,,0
35,10,EC-6324-10,7856.0,14500,,,0
35,11,EC-8617-67,11084.0,14500,,,0
35,12,EC-5469-79,12839.0,14500,,,0
35,13,EC-8335-93,10991.75,14500,,,0
35,14,EC-2193-39,308.7,14500,,,0
35,15,EC-1251-58,7914.75,14500,,,0
35,16,EC-6100-57,2723.0,14500,,,0
35,17,EC-7599-49,8527.0,14500,,,0
35,18,EC-2337-98,294.0,14500,,,0
35,19,EC-5767-40,2960.0,14500,,,0
35,20,EC-1620-18,2102.0,14500,,,0
35,21,EC-3695-90,13777.0,14500,,,0
35,22,EC-3089-36,608.35,15500,,,0
35,23,EC-7040-90,11310.35,15500,,,0
35,24,EC-9515-75,11896.35,15500,,,0
35,25,EC-5704-41,3164.35,15500,,,0
35,26,EC-9080-27,3894.35,15500,,,0
35,27,EC-9529-73,4202.35,15500,,,0
35,28,EC-4714-18,6654.35,15500,,,0
35,29,EC-3007-30,11181.35,15500,,,0
35,30,EC-5153-53,14868.35,15500,,,0
36,1,EXTRA_33,796.25,14500,,,0
36,2,EXTRA_31,796.25,14500,,,0
36,3,EC-6493-61,5261.0,14500,,,0
36,4,EC-7175-45,8798.0,14500,,,0
36,5,EC-9535-20,10788.0,14500,,,0
36,6,EC-6116-65,1712.0,14500,,,0
36,7,EC-2872-44,14266.0,14500,,,0
36,8,EC-6826-38,11854.0,14500,,,0
36,9,EC-9678-33,9709.0,14500,,,0
36,10,EC-6324-10,7877.0,14500,,,0
36,11,EC-8617-67,11105.0,14500,,,0
36,12,EC-5469-79,12860.0,14500,,,0
36,13,EC-8335-93,11013.8,14500,,,0
36,14,EC-2193-39,330.75,14500,,,0
36,15,EC-1251-58,7936.8,14500,,,0
36,16,EC-6100-57,2744.0,14500,,,0
36,17,EC-7599-49,8548.0,14500,,,0
36,18,EC-2337-98,315.0,14500,,,0
36,19,EC-5767-40,2981.0,14500,,,0
36,20,EC-1620-18,2123.0,14500,,,0
36,21,EC-3695-90,13798.0,14500,,,0
36,22,EC-3089-36,619.76,15500,,,0
36,23,EC-7040-90,11321.76,15500,,,0
36,24,EC-9515-75,11907.76,15500,,,0
36,25,EC-5704-41,3175.76,15500,,,0
36,26,EC-9080-27,3905.76,15500,,,0
36,27,EC-9529-73,4213.76,15500,,,0
36,28,EC-4714-18,6665.76,15500,,,0
36,29,EC-3007-30,11192.76,15500,,,0
36,30,EC-5153-53,14879.76,15500,,,0
37,1,EXTRA_33,819.0,14500,,,0
37,2,EXTRA_31,819.0,14500,,,0
37,3,EC-6493-61,5283.75,14500,,,0
37,4,EC-7175-45,8819.0,14500,,,0
37,5,EC-9535-20,10809.0,14500,,,0
37,6,EC-6116-65,1733.0,14500,,,0
37,7,EC-2872-44,14287.0,14500,,,0
37,8,EC-6826-38,11875.0,14500,,,0
37,9,EC-9678-33,9730.0,14500,,,0
37,10,EC-6324-10,7898.0,14500,,,0
37,11,EC-8617-67,11126.0,14500,,,0
37,12,EC-5469-79,12881.0,14500,,,0
37,13,EC-8335-93,11035.85,14500,,,0
37,14,EC-2193-39,352.8,14500,,,0
37,15,EC-1251-58,7958.85,14500,,,0
37,16,EC-6100-57,2765.0,14500,,,0
37,17,EC-7599-49,8569.0,14500,,,0
37,18,EC-2337-98,336.0,14500,,,0
37,19,EC-5767-40,3002.0,14500,,,0
37,20,EC-1620-18,2144.0,14500,,,0
37,21,EC-3695-90,13819.0,14500,,,0
37,22,EC-3089-36,631.17,15500,,,0
37,23,EC-7040-90,11333.17,15500,,,0
37,24,EC-9515-75,11919.17,15500,,,0
37,25,EC-5704-41,3187.17,15500,,,0
37,26,EC-9080-27,3917.17,15500,,,0
37,27,EC-9529-73,4225.17,15500,,,0
37,28,EC-4714-18,6677.17,15500,,,0
37,29,EC-3007-30,11204.17,15500,,,0
37,30,EC-5153-53,14891.17,15500,,,0
38,1,EXTRA_33,841.75,14500,,,0
38,2,EXTRA_31,841.75,14500,,,0
38,3,EC-6493-61,5306.5,14500,,,0
38,4,EC-7175-45,8840.0,14500,,,0
38,5,EC-9535-20,10830.0,14500,,,0
38,6,EC-6116-65,1754.0,14500,,,0
38,7,EC-2872-44,14308.0,14500,,,0
38,8,EC-6826-38,11896.0,14500,,,0
38,9,EC-9678-33,9751.0,14500,,,0
38,10,EC-6324-10,7919.0,14500,,,0
38,11,EC-8617-67,11147.0,14500,,,0
38,12,EC-5469-79,12902.0,14500,,,0
38,13,EC-8335-93,11057.9,14500,,,0
38,14,EC-2193-39,374.85,14500,,,0
38,15,EC-1251-58,7980.9,14500,,,0
38,16,EC-6100-57,2786.0,14500,,,0
38,17,EC-7599-49,8590.0,14500,,,0
38,18,EC-2337-98,357.0,14500,,,0
38,19,EC-5767-40,3023.0,14500,,,0
38,20,EC-1620-18,2165.0,14500,,,0
38,21,EC-3695-90,13840.0,14500,,,0
38,22,EC-3089-36,642.58,15500,,,0
38,23,EC-7040-90,11344.58,15500,,,0
38,24,EC-9515-75,11930.58,15500,,,0
38,25,EC-5704-41,3198.58,15500,,,0
38,26,EC-9080-27,3928.58,15500,,,0
38,27,EC-9529-73,4236.58,15500,,,0
38,28,EC-4714-18,6688.58,15500,,,0
38,29,EC-3007-30,11215.58,15500,,,0
38,30,EC-5153-53,14902.58,15500,,,0
39,1,EXTRA_33,864.5,14500,,,0
39,2,EXTRA_31,864.5,14500,,,0
39,3,EC-6493-61,5329.25,14500,,,0
39,4,EC-7175-45,8861.0,14500,,,0
39,5,EC-9535-20,10851.0,14500,,,0
39,6,EC-6116-65,1775.0,14500,,,0
39,7,EC-2872-44,14329.0,14500,,,0
39,8,EC-6826-38,11917.0,14500,,,0
39,9,EC-9678-33,9772.0,14500,,,0
39,10,EC-6324-10,7940.0,14500,,,0
39,11,EC-8617-67,11168.0,14500,,,0
39,12,EC-5469-79,12923.0,14500,,,0
39,13,EC-8335-93,11079.95,14500,,,0
39,14,EC-2193-39,396.9,14500,,,0
39,15,EC-1251-58,8002.95,14500,,,0
39,16,EC-6100-57,2807.0,14500,,,0
39,17,EC-7599-49,8611.0,14500,,,0
39,18,EC-2337-98,378.0,14500,,,0
39,19,EC-5767-40,3044.0,14500,,,0
39,20,EC-1620-18,2186.0,14500,,,0
39,21,EC-3695-90,13861.0,14500,,,0
39,22,EC-3089-36,653.99,15500,,,0
39,23,EC-7040-90,11355.99,15500,,,0
39,24,EC-9515-75,11941.99,15500,,,0
39,25,EC-5704-41,3209.99,15500,,,0
39,26,EC-9080-27,3939.99,15500,,,0
