Semana,Num_Aviones,Motores_en_mantenimiento,Motores_arrendados,Motores_comprados,Motores_en_stock,Motores_sobreciclo,Costo_acumulado
1,30,0,0,0,0,0,0.0
2,30,0,0,0,0,0,0.0
3,30,0,0,0,0,0,0.0
4,30,0,0,0,0,0,0.0
5,30,0,0,0,0,0,0.0
6,30,2,2,0,0,0,140000.0
7,30,2,2,0,0,0,280000.0
8,30,2,2,0,0,0,420000.0
9,30,2,2,0,0,0,560000.0
10,30,2,2,0,0,0,700000.0
11,30,2,2,0,0,0,840000.0
12,30,2,2,0,0,0,980000.0
13,30,2,2,0,0,0,1120000.0
14,30,2,2,0,0,0,1260000.0
15,30,2,2,0,0,0,1400000.0
16,30,2,2,0,0,0,1540000.0
17,30,2,2,0,0,0,1680000.0
18,30,2,2,0,0,0,1820000.0
19,30,2,2,0,0,0,1960000.0
20,30,2,2,0,0,0,2100000.0
21,30,2,2,0,0,0,2240000.0
22,30,2,2,0,0,0,2380000.0
23,30,2,2,0,0,0,2520000.0
24,30,0,0,0,0,0,2520000.0
25,30,0,0,0,0,0,2520000.0
26,30,0,0,0,0,0,2520000.0
27,30,0,0,0,0,0,2520000.0
28,30,2,2,0,0,0,2660000.0
29,30,2,2,0,0,0,2800000.0
30,30,2,2,0,0,0,2940000.0
31,30,2,2,0,0,0,3080000.0
32,30,2,2,0,0,0,3220000.0
33,30,2,2,0,0,0,3360000.0
34,30,2,2,0,0,0,3500000.0
35,30,2,2,0,0,0,3640000.0
36,30,2,2,0,0,0,3780000.0
37,30,2,2,0,0,0,3920000.0
38,30,2,2,0,0,0,4060000.0
39,30,2,2,0,0,0,4200000.0
40,30,2,2,0,0,0,4340000.0
41,30,2,2,0,0,0,4480000.0
42,30,3,3,0,0,0,4690000.0
43,30,3,3,0,0,0,4900000.0
44,30,3,3,0,0,0,5110000.0
45,30,3,3,0,0,0,5320000.0
46,30,1,1,0,0,0,5390000.0
47,30,1,1,0,0,0,5460000.0
48,30,1,1,0,0,0,5530000.0
49,30,1,1,0,0,0,5600000.0
50,30,1,1,0,0,0,5670000.0
51,30,1,1,0,0,0,5740000.0
52,30,1,1,0,0,0,5810000.0
53,30,1,1,0,0,0,5880000.0
54,30,1,1,0,0,0,5950000.0
55,30,1,1,0,0,0,6020000.0
56,30,1,1,0,0,0,6090000.0
57,30,1,1,0,0,0,6160000.0
58,30,1,1,0,0,0,6230000.0
59,30,1,1,0,0,0,6300000.0
60,30,0,0,0,0,0,6300000.0
61,30,0,0,0,0,0,6300000.0
62,30,0,0,0,0,0,6300000.0
63,30,0,0,0,0,0,6300000.0
64,30,0,0,0,0,0,6300000.0
65,30,0,0,0,0,0,6300000.0
66,30,0,0,0,0,0,6300000.0
67,30,0,0,0,0,0,6300000.0
68,30,0,0,0,0,0,6300000.0
69,30,0,0,0,0,0,6300000.0
70,30,1,1,0,0,0,6370000.0
71,30,1,1,0,0,0,6440000.0
72,30,1,1,0,0,0,6510000.0
73,30,1,1,0,0,0,6580000.0
74,30,1,1,0,0,0,6650000.0
75,30,1,1,0,0,0,6720000.0
76,30,1,1,0,0,0,6790000.0
77,30,1,1,0,0,0,6860000.0
78,30,1,1,0,0,0,6930000.0
79,30,1,1,0,0,0,7000000.0
80,30,1,1,0,0,0,7070000.0
81,30,1,1,0,0,0,7140000.0
82,30,1,1,0,0,0,7210000.0
83,30,1,1,0,0,0,7280000.0
84,30,1,1,0,0,0,7350000.0
85,30,1,1,0,0,0,7420000.0
86,30,1,1,0,0,0,7490000.0
87,30,1,1,0,0,0,7560000.0
88,30,0,0,0,0,0,7560000.0
89,30,0,0,0,0,0,7560000.0
90,30,1,1,0,0,0,7630000.0
91,30,1,1,0,0,0,7700000.0
92,30,1,1,0,0,0,7770000.0
93,30,1,1,0,0,0,7840000.0
94,30,1,1,0,0,0,7910000.0
95,30,1,1,0,0,0,7980000.0
96,30,1,1,0,0,0,8050000.0
97,30,1,1,0,0,0,8120000.0
98,30,1,1,0,0,0,8190000.0
99,30,1,1,0,0,0,8260000.0
